p_code,title,uri,apply_start,apply_end,start_age,end_age,contents,application_target,dor,si,crawling_date,expiration_flag
4736,행복주택 임대보증금 이자지원,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4736,,,,,- 경기행복주택 입주자 (경기도시공사)- 행복주택 입주자 (LH지역본부 또는 주거복지센터),"- 경기행복주택 입주자 중 전세자금 대출자(기 입주자 17.1월분부터 소급적용)- 경기행복주택 입주자 중 전세자금 대출 미이용자인 경우 입주 이후에도 전세자금 대출을 받으면 이자지원 신청가능, 월임대료를 임대보증금으로 전환계약 후, 전환일(계약갱신일)로부터 3개월 이내 증액분으로 대출신청 가능",전국,전체,2019-11-20 14:30:13,2
4738,[화성시] 꿈나래 청년 면접정장 대여,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4738,2019-02-01 00:00:00,2019-12-20 00:00:00,18.0,39.0,도시군 일자리 지원시스템(https://apply.jobaba.net) 에서 서류 첨부하여 신청,신청일 현재 주민등록상 화성시 거주 만18세 ~ 만39세 구직중인 청년,경기,화성시,2019-11-20 14:30:13,0
4739,[하남시] 청년 면접정장 무료대여,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4739,2019-02-18 09:00:00,2019-12-10 18:00:00,18.0,34.0,방문접수,신청일 현재 주소지가 하남시인 구직자(만18세 ~ 만34세/고등학교 3학년 포함),경기,하남시,2019-11-20 14:30:13,0
4740,[광명시] 2019년 새일여성인턴 채용 기업체 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4740,2019-02-18 00:00:00,,,,"방문, 팩스접수","4대보험 가입 사업장으로 상시근로자수 5인 이상~ 1,000인 미만인 기업 ",경기,광명시,2019-11-20 14:30:13,0
4743,여주시인재육성장학회 장학생 선발,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4743,2019-03-04 00:00:00,2019-04-08 00:00:00,,,방문접수 또는 우편접수,"보호자(부,모)나 본인이 계속하여 공고일 현재 여주에 거주(주민등록상주소)하고 있으며, 거주한 기간 합산이 총 3년 이상인 국내 초ㆍ중ㆍ고 대학생 (2019년 휴학생 또는 휴학 예정자 제외)",경기,여주시,2019-11-20 14:30:13,1
4745,[양평군] 청년소통정책 - 양평청년사이다,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4745,2019-02-01 00:00:00,2019-02-28 00:00:00,,,"직접방문, 우편, 팩스, 이메일 접수",양평군 거주 청년 누구나,경기,양평군,2019-11-20 14:30:13,1
4746,화성새일센터 경력단절예방지원 사업,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4746,2019-03-01 00:00:00,2019-10-31 00:00:00,,,전화문의 (031-267-8795),화성시 경력단절여성,경기,화성시,2019-11-20 14:30:13,1
4748,우량 기업 탐방 취업연계 서비스 - 기업 방문의 날,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4748,,,,,온라인 접수,기업 및 구직자,전국,전체,2019-11-20 14:30:13,2
4753,2019년 새일여성인턴제 참여기업 및 참여자 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4753,2019-02-01 00:00:00,2019-06-30 00:00:00,,,김포새일센터에 전화(031-996-7608) 또는 방문 문의,"참여자 : 인턴신청일 현재 새일센터 구직 등록(필수)한 미취업 여성참여기업 : 4대보험 가입 기업체(사업장)로, 상시 근로자 수 5인 이상~1,000인 미만인 사업장",전국,전체,2019-11-20 14:30:13,1
4758,2019년도 (재)포천시인재장학재단 제1기 장학생(대학생) 선발,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4758,2019-03-04 09:00:00,2019-03-15 18:00:00,,,"방문접수, 등기우편접수  ",대학생 70명,경기,포천시,2019-11-20 14:30:13,1
4760,[고양시] 2019년 지역주도형 청년일자리 사업 제3유형 참여자 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4760,2019-02-27 00:00:00,2019-03-11 00:00:00,18.0,39.0,"전자우편 접수 (jobgoyang@korea.kr) , 현장면접(2019.3.12.)시 당일 접수도 가능(기업별 구비서류 별도 확인 필요) ",고양시에 주소를 둔 만 18세 이상 만 39세 이하 청년 미취업자(공고일 기준) ,경기,고양시,2019-11-20 14:30:13,1
4761,2019년 경기도 청년공동체 활동지원사업 공모,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4761,2019-02-21 00:00:00,2019-03-15 00:00:00,20.0,39.0,시군 공동체 담당부서(방문 또는 우편),"도내 거주 또는 생활권 있는 청년을 구성원으로 하는 모임‧단체- 구성원이 만 20세부터 만 39세 이하인 자로 구성되고 3인 이상의 모임- 고유번호증, 비영리민간단체등록증, 비영리법인설립 허가증 중 1가지를 보유하고 있거나, 신규 신청을 통해 사업 참여를 희망하는 청년모임(단체)",경기,전체,2019-11-20 14:30:13,1
4766,[경기남부] 도시가스 사용시설점검원 (무료)교육생 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4766,2019-02-26 09:00:00,2019-03-08 18:00:00,,,교육 신청 방법 : 전화 (031-270-9811)* 전화 상담 후 교육 신청해주시기 바랍니다.,경기 남부권 거주자로 취업을 희망하는 경력단절 및 미취업 여성,경기,전체,2019-11-20 14:30:13,1
4768,2019년 경기도 스타기업 육성 사업,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4768,2019-02-25 00:00:00,2019-03-22 00:00:00,,,이지비즈 시스템을 통한 온라인 신청,경기도 內 31개 시·군 소재 중소기업,경기,전체,2019-11-20 14:30:13,1
4771,[시흥시] 3월 신중년 럭키데이 채용박람회 참여기업 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4771,2019-02-25 00:00:00,2019-03-07 18:00:00,,,"이메일접수, 팩스접수",구인기업 ,경기,시흥시,2019-11-20 14:30:13,1
4772,[경기도] 2019 신중년 사회공헌활동 참여자 모집 1차,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4772,2019-02-14 00:00:00,2019-02-28 18:00:00,50.0,,"이메일접수,FAX접수",만 50세 이상의 퇴직 전문 인력,경기,전체,2019-11-20 14:30:13,1
4774,[안산시] 2019 신중년 사회공헌활동 참여자 모집 1차,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4774,2019-02-15 00:00:00,2019-02-28 18:00:00,50.0,,"이메일접수, 팩스접수(02-6716-8150)",만 50세 이상의 퇴직 전문 인력,경기,안산시,2019-11-20 14:30:13,1
4776,2019년 장학금 및 교육비 지원자 선발 ,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4776,2019-03-18 09:00:00,2019-04-05 18:00:00,,,방문접수,"- 공고일 현재, 계속하여 2년 이상 용인시에 주민등록을 두고 거주한 시민 및 시민의 직계비속- 당해연도 타 장학금을 받지 아니한 자 ※ 단, 대학생은 등록금 범위 내에서 타 장학금과 이중수혜 가능",전국,전체,2019-11-20 14:30:13,1
4777,[안성시] 구인구직을 위한 맞춤형 야간상담,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4777,2019-02-07 18:00:00,2019-12-26 21:00:00,,,"안성시청 1별관 1층, 토지민원과 내 일자리센터 방문",구인구직을 희망하는 누구나,경기,안성시,2019-11-20 14:30:13,0
4778,[용인시] 2019년 경력단절여성 채용기업 취업장려수당 지원 업체 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4778,2019-02-22 00:00:00,2019-03-15 00:00:00,,,우편 또는 방문접수,2018년 이후 경력단절여성등을 채용한 관내 중소기업(제조업),경기,용인시,2019-11-20 14:30:13,1
4779,2019년 상반기 한ㆍ미대학생연수(WEST) 어학연수비 대출신청,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4779,2019-02-14 00:00:00,2019-03-14 17:00:00,,,홈페이지접수 : 로그인 > 학자금대출 > 학자금대출 신청하기 > WEST어학연수비 대출,"WEST프로그램 지원자 중 소득분위 산정 가능 대상자(재학생, 휴학생, 초과학기자, 수료자, 졸업유예자) ",전국,전체,2019-11-20 14:30:13,1
4780,[과천시] 소상공인을 위한 찾아가는 컨설팅 참여업체 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4780,2019-02-20 00:00:00,2019-03-21 00:00:00,,,"방문접수, 이메일접수, 팩스접수","상시근로자 5인 미만의 소상공인 (단, 제조업·광업·건설업·운수업은 상시  근로자 10인 미만의 업체도 지원 가능)  ",경기,과천시,2019-11-20 14:30:13,1
4781,주택담보대출,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4781,,,,,방문접수,주택담보대출자,전국,전체,2019-11-20 14:30:13,2
4782,[의정부시] 청년들을 위한 면접정장대여서비스 - 슈트잡(job)아,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4782,,,18.0,39.0,"방문접수, 온라인접수","의정부시에 거주하는 청년 만 18세~ 39세, 관내 대학교 학생 ",경기,의정부시,2019-11-20 14:30:13,2
4786,[구리시] 2019년 사회적경제조직 청년일자리 사업 참여 기업 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4786,2019-03-29 00:00:00,2019-04-15 00:00:00,,,"방문, 우편, 이메일접수",관내 소재 2~300인 미만의 사회적기업‧마을기업 등,경기,구리시,2019-11-20 14:30:13,1
4791,2019년도 상반기 현대차정몽구재단 대학생 장학금 신청,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4791,2019-03-11 00:00:00,2019-03-25 00:00:00,,,"등기우편접수, 방문접수","우리 공단에서 기존에 재활보조금, 생활자금대출, 장학금 등 경제적 지원을 받았던 가정 유자녀 및 사고당사자 본인으로서 ’19. 3월 현재 고등교육법 제2에 따른 학교, 평생교육 제31조4항에 따른 전공대학과 같은 법 제33조에 따른 원격대학형태의 평생교육시설, 근로자직업능력개발법 제2조5호에 따른 기능대학",전국,전체,2019-11-20 14:30:13,1
4793,(재)군포사랑장학회 2019년도 장학생 선발,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4793,2019-03-07 00:00:00,2019-03-15 18:00:00,,,방문접수,공고일 현재 군포시에 계속하여 1년 이상 주소를 두고 거주하는 자로서 각 분야별 요건을 충족하는 고등학생 및 대학생,경기,군포시,2019-11-20 14:30:13,1
4797,2019년 건설근로자 대학생자녀 장학지원금 신청·접수,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4797,2019-03-04 09:00:00,2019-04-09 18:00:00,,,"방문접수, 우편접수, 홈페이지접수","- 퇴직공제 총 적립일수가 1년(252일) 이상이고, 직전년도 근로내역이 100일 이상 적립되어 있는 건설근로자의 2년제 이상 대학생 자녀 중 ※ 직전학기 12학점 이상 이수 및 직전학기 성적 평점3.5/(4.5), 3.3/(4.3) 이상 또는 백분위 88점 이상인 재학생 ※ 신입생, 협성장학금 기 선정자, 공제회 장학지원금 기 선정자는 제외",전국,전체,2019-11-20 14:30:13,1
4802,"[시흥시] 희망, 청년희망키움통장 3월",https://www.jobaba.net/sprtPlcy/info/view.do?seq=4802,2019-03-04 00:00:00,2019-03-15 00:00:00,15.0,34.0,방문접수,희망키움통장Ⅰ:  일하는 생계･의료 수급가구희망키움통장 Ⅱ : 일하는 주거･교육 수급가구 및 차상위 계층 가구내일키움통장 : 자활근로사업 참여자청년희망키움통장 : 일하는 생계･의료 수급가구 또는 생계급여수급자(만15~34세),경기,시흥시,2019-11-20 14:30:13,1
4805,[시흥시] 워킹맘 주거공간개선(정리수납) (무료)지원 사업,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4805,2019-04-01 00:00:00,2019-04-22 00:00:00,,18.0,"이메일, 팩스, 방문 접수","공고일 현재 아래 3가지 요건이 모두 충족되는 가구 - 공고일 현재 시흥시에 주소를 두고 실제 거주하는 워킹맘※ 경제활동 확인 : 임금근로자, 자영업자, 농·어업인 등으로 활동하는 여성 - 미성년 자녀(만18세 이하)가 있는 여성(단, 초등학생 이하의 자녀가 있는 다자녀(2명 이상) 가정 우선 선정) - 2019년 기준 중위소득 100%이하 가구",경기,시흥시,2019-11-20 14:30:13,1
4811,[하남시] 2019년도 중소기업육성기금(융자금) 지원,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4811,2019-03-11 00:00:00,2019-03-26 00:00:00,,,하남시청 방문접수(기업지원과),하남시 관내에 본점 또는 지점이 소재한 중소기업(『중소기업기본법』 제2조)으로 경기도 유망 중소기업 또는 아래 세부요건에 해당되는 업체,경기,하남시,2019-11-20 14:30:13,1
4812,채용면접관 과정 모의 면접 참여 청년 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4812,2019-03-13 00:00:00,2019-03-19 00:00:00,,,홈페이지접수,관심있는 청년 구직자 누구나,전국,전체,2019-11-20 14:30:13,1
4813,[고양시] 워킹맘 주거공간개선사업,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4813,2019-02-18 00:00:00,2019-03-29 18:00:00,,18.0,"이메일, 팩스, 방문 접수",공고일 현재 고양시에 주소를 두고 실제 거주하는 워킹맘으로 2019년 기준 중위소득 100%이하 가구이며 미성년 자녀(만18세 이하)가 있는 여성,경기,고양시,2019-11-20 14:30:13,1
4814,[성남시] 워킹맘 주거공간개선사업,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4814,2019-03-04 00:00:00,2019-03-23 00:00:00,,18.0,"이메일, 방문 접수","공고일 현재 성남시에 주소를 두고 실제 거주하는 워킹맘으로 2019년 기준 중위소득 100%이하 가구이며, 미성년 자녀(만18세 이하)가 있는 여성",경기,성남시,2019-11-20 14:30:13,1
4815,의정부시민장학회 대학교 장학생 선발,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4815,2019-04-01 09:00:00,2019-04-10 17:00:00,,,의정부시민장학회 사무국 방문접수,공고일 기준으로 의정부시에 주민등록을 두고 3년 이상 거주한 시민 및 시민의 자녀,경기,의정부시,2019-11-20 14:30:13,1
4819,[양평군] 청년취업준비생 면접 정장 무료 대여 서비스,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4819,,,18.0,39.0,홈페이지접수,신청일 기준으로 주민등록상 양평군에 거주하는 만 18세 이상 39세 이하의 취업준비청년,경기,양평군,2019-11-20 14:30:13,2
4820,[의정부시] 워킹맘 주거공간개선(정리수납) 지원 사업,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4820,2019-02-25 00:00:00,2019-03-25 18:00:00,,,"이메일접수, 팩스접수, 방문접수",공고일 현재 의정부시에 주소를 두고 실제 거주하는 워킹맘,경기,의정부시,2019-11-20 14:30:13,1
4821,[안산시] 2019년도 기초수급자대상 1차 생활안정자금 융자신청 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4821,2019-03-14 00:00:00,2019-03-22 00:00:00,,,주소지 관할 동 행정복지센터 방문 접수 ,근로능력이 있고 자활의욕이 강한 생계·의료급여 수급자로서 융자신청일 현재 안산시 관내에 1년 이상 거주한 자,경기,안산시,2019-11-20 14:30:13,1
4823,[안산시] 면접 복장 대여 청년 취업 홈런옷장,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4823,2019-03-04 00:00:00,2019-12-31 00:00:00,18.0,39.0,방문접수,안산시 거주 18세 ~39세 청년,경기,안산시,2019-11-20 14:30:13,0
4824,2019년 희망리턴패키지 사업 - 사업정리컨설팅,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4824,2019-03-11 00:00:00,,,,온라인(hope.sbiz.or.kr) 신청접수,취업 또는 재창업의사가 있는 폐업예정 또는 기폐업 소상공인으로 신청일 기준 사업운영기간*이 60일 이상인 경우,전국,전체,2019-11-20 14:30:13,0
4827,2019년도 동두천시 애향 및 자립 장학생 선발,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4827,2019-03-20 00:00:00,2019-03-22 00:00:00,,,방문접수,"- 선발계획 공고일 현재 동두천시에 1년 이상 주소를 두고 계속 거주하는 학생  ※ 관내소재 대학은 거주조건 완화- 고등학생 ① 애향 및 특성화고장학생 : 관내의 고등학교 재학생 중 직전 학년 내신 전과목 평균등급 2등급 이내인 학생. 다만, 신입생인 경우, 관내 중학교를 졸업하고 고등학교 입학성적이 100분의 10이내인 학생.   ②  다자녀장학생 : 셋째아 이상이면서 고등학교에 입학한 학생- 대학생 ① 신입생 : 관내 고등학교 졸업자(직전학년 전과목 평균등급 2등급 이내) ② 재학생 : 관내 고등학교 졸업자. 대학교에 재학 중 또는 해당 연도 복학 예정인 학생 중 직전학년 성적이 전과목 평균 평점 3.0(4.5만점 기준) 이상이며 D 또는 F학점이 없는 학생 ③  예술, 체육, 기능, 문학 등 재능장학생 : 최근 1년 이내에 광역자치단체 단위 이상의 공공기관이 주관하는 각종 대회에서 3위 이상 입상한 학생 또는 권위 있는 국제대회에 입상하거나 국가대표에 선발되는 등 지역의 명예를 드높인 학생 ④ 관내 대학교 학생(동양대 및 신한대 동두천캠퍼스) : 동두천시 거주자. 직전학년 평균 평점 3.0 이상이고 D 또는 F학점이 없는 학생",경기,동두천시,2019-11-20 14:30:13,1
4829,[시흥시] 청년이 일하기 좋은 직장문화 만들기 참여기업 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4829,2019-03-14 00:00:00,2019-03-29 18:00:00,,,"방문, 이메일접수",관내 상시근로자 수 20인 이상 ~ 300인 미만 기업청년근로자 10인 이상인 기업 우선,경기,시흥시,2019-11-20 14:30:13,1
4834,[오산시] 경력단절 여성 고용유지 지원을 위한 심리·고충상담 프로그램,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4834,2019-03-18 00:00:00,2019-03-29 18:00:00,,,"- 방문 (오산고용복지플러스센터 2층 오산새일센터)- 팩스 (031-8024-9842, 전송 후 확인 필수)- 이메일 (lovablehoney@korea.kr 수신 확인 필수)","근로 중인 여성, 구직활동 중인 여성 ",경기,오산시,2019-11-20 14:30:13,1
4839,[화성시] 2019년 기업체 근로자 대상 성희롱 예방교육 지원,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4839,2019-03-25 00:00:00,2019-05-03 00:00:00,,,신청서를 작성하여 이메일(effictio@korea.kr) 제출,관내 100인 미만 기업체,경기,화성시,2019-11-20 14:30:13,1
4840,2019년 김포시민장학회 장학생 선발,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4840,2019-04-01 09:00:00,2019-04-12 17:00:00,,,방문접수,장학생 선발 공고일 이전부터 1년 이상 관내 거주하는 김포시민의 자녀로서 학업성적이 우수하며 품행이 단정한 자,경기,김포시,2019-11-20 14:30:13,1
4846,2019년 청춘 Start 장학금 장학생 선발,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4846,2019-03-18 00:00:00,2019-03-27 00:00:00,,,홈페이지 접수 후 증빙서류 우편발송,"- 대한민국 국적자로 2019년 1~2월 고등학교 졸업 후 대학신입생이 된자 (‘18.12월~’19.2월 사이 고교 졸업자, 고교 사정에 따라 ‘18.12월 졸업자도 인정함) - 2019년 접수시점 서울소재대학(☞ 참고자료 3) 1학년 1학기 신입생- 기초생활수급자, 차상위계층, 혹은 시설(보육원, 쉼터, 그룹홈)생활 학생으로서 주민센터 및 복지시설에서 증빙서류 발급이 가능한 자",전국,전체,2019-11-20 14:30:13,1
4848,[평택시] 2019년 장학생(대학생) 선발 ,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4848,2019-03-20 00:00:00,2019-03-29 18:00:00,80.0,,방문접수,"- 공고일 기준으로 평택시에 주민등록을 두고 1년이상 거주하고 있는 시민의 자녀로서 학업 성적이 우수하고 품행이 단정한 학생 ※ 대학생 : 직전 학년 평균성적이 B학점 이상인 학생(다만, 신입생일 경우 대학수학능력평가 과목별 평균 80 이상 또는 직전 학년 과목별 등급 평균 3등급 이내인 학생) ※ 기능 및 예체능계열 : 직전 학년 전국대회에서 3위이내 입상한 학생",경기,평택시,2019-11-20 14:30:13,1
4851,[광명시] 청년 면접정장 무료대여,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4851,2019-03-25 00:00:00,2019-12-31 00:00:00,18.0,34.0,홈페이지접수,- 광명시 거주 만18세~만34세 취업준비생- 일자리 박람회 참가자,경기,광명시,2019-11-20 14:30:13,0
4852,자영업자 맞춤형 지원 3종 세트,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4852,,,,,신보·기보 및 17개 은행 영업점에서 상담·신청,- 연매출 5억원 이하인 자영업자(소상공인 개인사업자)- 전년대비 매출액이 감소한 자영업자(소상공인 개인사업자)- 신청일로부터 3년이내 폐업한 경험을 보유한 (예비)재창업자,전국,전체,2019-11-20 14:30:13,2
4853,2019년 경력단절예방상담ㆍ컨설팅 참여자/참여기업 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4853,2019-04-01 00:00:00,2019-10-31 00:00:00,,,"경기도일자리재단 여성능력개발본부(북부) 홈페이지 공지사항 확인(https://www.gjf.or.kr/womanpia/index.do) 후전화, 이메일 접수","새일센터에 등록한 취업예정자, 구직자, 재직자/구인기업",전국,전체,2019-11-20 14:30:13,1
4854,2019 중증장애인 인턴제,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4854,2019-03-27 00:00:00,,,,전화접수,-「장애인고용촉진 및 직업재활법」제2조에 따른 중증장애인 중 특정 장애유형에 해당하는 자- 대상업체 : 고용보험 가입 사업체,전국,전체,2019-11-20 14:30:13,0
4855,경기도노동권익센터,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4855,,,,,방문접수,"경기도 근로자 누구나 (산업재해노동자, 근로자, 청소년, 외국인 등)",경기,전체,2019-11-20 14:30:13,2
4857,농업인안전재해보험 보험료 지원,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4857,,,15.0,87.0,방문접수,농(림)업인 : 만 15~87세 영농임에 종사하는 농림업인(해당 농림업임을 피보험자로 하는 보험계약자),전국,전체,2019-11-20 14:30:13,2
4862,[부천시] 신중년 사회공헌활동 지원사업 참여자 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4862,2019-03-25 00:00:00,,50.0,,전화접수,부천시 거주 만 50세 이상의 퇴직 전문인력,경기,부천시,2019-11-20 14:30:13,0
4863,산업단지 공동 출퇴근버스(J-BUS) ,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4863,,,,,어플리케이션을 통한 서비스 이용,산업단지 근로자 (수원 및 동탄) ,전국,전체,2019-11-20 14:30:13,2
4865,경기체육 아카데미,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4865,,,18.0,,온라인접수,- 경기도 내 거주자 18세 이상- 경기도 내 고등학교 및 대학 체육관련 학과 대학(원)생 및 휴학생,경기,전체,2019-11-20 14:30:13,2
4867,2019년 안성시민장학회 장학생 선발,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4867,2019-04-01 00:00:00,2019-04-12 18:00:00,,,"우편, 방문접수","관내에 3년 이상 계속 거주한 자 중 ① 관내고등학교 재학생과 ② 지역 관계 없이 예체능계 및 특목고 재학생. (단, 특기장학금은 초·중학생도 포함)관내에 5년 이상 계속 거주한 자 중 국내대학 재학생",경기,안성시,2019-11-20 14:30:13,1
4868,[파주시] 2019 일자리 정보시장 박람회 참여기업 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4868,2019-03-26 00:00:00,2019-04-10 18:00:00,,,"팩스, 이메일 접수",직접(홍보부스) 또는 간접(채용정보 게시판 활용 홍보)를 원하는 기업,경기,파주시,2019-11-20 14:30:13,1
4869,[안산시] 새일여성인턴제,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4869,2019-03-28 00:00:00,2019-12-31 00:00:00,,,방문접수,"참여자 : 인턴신청일 현재 새일센터 구직 등록(필수)한 미취업 여성참여기업 : 4대보험 가입 기업체(사업장)로, 상시 근로자 수 5인 이상~1,000인 미만인 사업장",경기,안산시,2019-11-20 14:30:13,0
4879,일자리를 보여주는 지도 - 일자리 맵 서비스,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4879,,,,,온라인접수,구직 중인 청년이라면 누구나재취업을 준비중인 청년들,경기,여주시,2019-11-20 14:30:13,2
4888,경기지역화폐,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4888,,,,,경기지역화폐 앱(APP)에서 신청,경기도민 누구나,경기,전체,2019-11-20 14:30:13,2
4892,기업애로 발굴 및 해소를 위한 전문가 상담데이 (6회차),https://www.jobaba.net/sprtPlcy/info/view.do?seq=4892,2019-04-04 00:00:00,2019-04-10 00:00:00,,,이메일 접수,도내 중소기업 및 예비 창업자,전국,전체,2019-11-20 14:30:13,1
4893,보건복지부 사회복지시설 종사자 대체인력 사업,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4893,,,,,전화접수,경기도 31개 시군 사회복지시설 국고지원 생활시설,전국,전체,2019-11-20 14:30:13,2
4896,[양평군] 2019년 상생행복일자리사업 참여기업 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4896,2019-04-08 00:00:00,2019-04-19 00:00:00,,,방문접수,"- 양평군 내 중소기업으로 종업원 수가 5명 이상인 사업장 가운데, 규모가 작은 기업체 우선 지원 - 4대 보험 가입사업장 및 워크넷 일자리 구인 등록업체",경기,양평군,2019-11-20 14:30:13,1
4900,[양평군] 2019년 양평형 청년 뉴딜일자리사업 참여 기관 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4900,2019-04-05 09:00:00,2019-04-15 18:00:00,,,"우편접수, 이메일접수, 방문접수",양평군 관내에 소재한 상시근로 1인 이상 사업장 ,경기,양평군,2019-11-20 14:30:13,1
4901,근무혁신 인센티브제 참여기업 신청,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4901,2019-04-03 00:00:00,2019-06-14 00:00:00,,,노사발전재단 방문 또는 우편접수,"우선지원 대상기업, 중견기업",전국,전체,2019-11-20 14:30:13,1
4902,[오산시] 2019년 오산교육재단 대학교 진학 장학생 선발,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4902,2019-04-22 00:00:00,2019-04-30 00:00:00,,,방문접수,공고일 현재 1년 이상 계속하여 오산시에 거주하고 2019년에 졸업한 학생으로서 선발전형에 따른 신청자격을 충족하는 학생,경기,오산시,2019-11-20 14:30:13,1
4903,[시흥시] 2019년 경력단절예방지원 사업 참여 기업체 모집,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4903,2019-04-10 00:00:00,2019-04-26 00:00:00,,,방문 및 팩스 (팩스 접수 시 수신여부 확인 필수) ,관내 기업체 및 여성근로자,경기,시흥시,2019-11-20 14:30:13,1
4904,[부천시] 워라밸 가사지원서비스,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4904,,,,18.0,"이메일접수, 팩스접수","- 부천시 거주(필수) 부천시 기업 근로자(50인미만기업),재래시장상인              - 첫째 자녀 기준 만18세 미만  ",경기,부천시,2019-11-20 14:30:13,2
4905,[파주시] 찾아가는 일자리 이동상담실 운영,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4905,2019-04-12 00:00:00,2019-04-26 00:00:00,,,방문접수,일자리가 필요하시거나 인재가 필요하신 분,경기,파주시,2019-11-20 14:30:13,1
4910,[김포시] 환경애로 현장지원 사업,https://www.jobaba.net/sprtPlcy/info/view.do?seq=4910,2019-04-05 00:00:00,2019-12-31 00:00:00,,,"온라인접수, 방문접수, 이메일접수, 팩스접수","- 중소기업기본법 제2조 및 시행령 제3조 상의 김포시 소재 중소기업으로 공장등록을 필하고 지방세 완납 기업체로 정상 가동 중인 기업※ 단, 「산업 집적 활성화 및 공장 설립에 관한 법률」에 따라 제조시설 면적이 500㎡미만이고 「건축법」상 건축물 용도가 공장인 제조 기업은 지원 가능",경기,김포시,2019-11-20 14:30:13,0
